artist,title,cleaned_lyrics,mood
AR Rahman,Jai Ho,jaya ha jaya ha jaya ha jaya ha aja aja jada shamayana tala aja jaravala nala asamana tala jaya ha jaya ha aja aja jada shamayana tala aja jaravala nala asamana tala jaya ha jaya ha jaya ha jaya ha jaya ha jaya ha jaya ha jaya ha jaya ha oha ratataratata sachacha jana gavai ha nachanacha kayala pa rata bataya ha akhaya nada phaka u.da da ganagana tara ugala jalai ha e aja aja jada shamayana tala aja jaravala nala asamana tala jaya ha sho pehnu jaya ha mehdi jaya ha khane jaya ha rekhu baila baila ahora conmigo tú baila para hoy porque es el día te olvidas más problemas sean salud baila baila jaya ha jaya ha jaya ha jaya ha jaya ha jaya ha jaya ha oha chakha la ha chakha la rata shahada ha chakha la la ha dala ha dala akhara hada ha la kala kala kajala tara kai kala jada ha kala kala kajala tara kai kala jada ha aja aja jada shamayana tala aja jaravala nala asamana tala jaya ha jaya ha jaya ha jaya ha jaya ha jaya ha jaya ha jaya ha jaya ha kaba ha kaba laba pa raka ha da da ha da aba akha jhaka ha da rashana akha rashana dana hara ha kaya aja aja jada shamayana tala aja jaravala nala asamana tala jaya ha sho pehnu jaya ha mehdi jaya ha khane jaya ha rekhu jaya ha baila baila jaya ha baila baila jaya ha baila baila jaya ha3embed,Energetic
AR Rahman,Tu Bin Bataye,ta batae majha la chala ta masakarae mara majala vaha ta batae majha la chala ta masakarae mara majala vaha matha laga chakha dakha abha mashara dala jadaga ha chala ha tara baha mara sahala vaha ta batae majha la chala ta masakarae mara majala vaha gala ta phahara bhaga jae mara khavaba kaphala jasa ta ganaganae mara dhana ha vaha ta batae majha la chala ta masakarae mara majala vaha la la la la la la la la la la la la la la la la la la la la la la la layou likeembed,Romantic
AR Rahman,Masti Ki Paathshala,loose control loose control time loose loose loose control loose control rebel 2 padhne sikhne 2 paathshala masti paathshala 2 loose control chehare kitaabein ham padhne aate surat mobile library yaaron equation love multiplication jisne dil jeeta alpha deeta 3 loose control loose control time loose loose loose control loose control rebel talli hoke girne samjhi gravity ishq practical aayi clearity padhne sikhne naata sannata lambu shor dil bud bud h2so4 padhne sikhnewala paathshala masti paathshala 2 paathsahala masti paathshala 2 rebel loose controlyou likeembed,Energetic
AR Rahman,Nazar Laaye,hara ma tara ma mathamatha ta kharakhara ma tara ma ma hara ma tara ma mathamatha ta kharakhara ma tara ma ma sadara raga sahagana sachacha sachacha ra sharamaya paya ha va ta dala ma ਮਹ ha ਮਹ paya ha najara lae kai najara lae dana shagana manaya ha ishaka parana ha najara lae kai najara lae najara lae tama jala jae va jana la jaga bagana ha najara lae najara lae hara ma tara ma mathamatha ta kharakhara ma tara ma ma hara ma tara ma mathamatha ta kharakhara ma tara ma ma ma likekajala taka pacha kana najara raka ra danaya data lakha ha dhakha matha haka ra tana ma maracha vara ha sharama utara ਮਹ jaga hara kahata ha dala kahata ha dala hara ma tara ma mathamatha ta kharakhara ma tara ma ma,Romantic
AR Rahman,Thai Manne Vanakkam,angum angum ingum ingum sutri sutri thirinthaen chinna chinna paravaippol disai engum paranthaen veyyililum mazhaiyilum vittu vittu alainthaen mugavari ethu endru mugam thulaithaen manam pitthai ponathae unnai kangal thaeduthae kaigal neeluthaey ithayam ithayam thudikkindrathae engum unpol paasam illai aathalaal madi thaedinaen thai mannae vanakkam vande mataramvande mataram vanna vanna kanavugal karuvukkul valarthaai vanthu mannil piranthathum malargalai koduththai antha pakkam intha pakkam kadalgalai koduthai nandavanam nattuvaikka nathi koduthai undhan maarbodu anaithaai ennai aalaaki valarthai suga vaazhvondru koduthai pachchai vayalgalai nee parisaliththai pongum inbam engum thanthaai kangalum nandriyaal ponguthae vande mataramvande mataram thayae peyar sollum pothae ithayathhil min alai paayumae inivarum kaalam ilaignanin kaalam kadal mellisai paadumae thai aval pol oru jeevanillai aval kaaladi pol sorgam veru illai thai mannai pol oru bhoomi illai bhaaratham engalin swaasamae thai mannai vanakkamthai mannai vanakkam vande mataramvande mataramyou likeembed,Calm
AR Rahman,Snehithane Snehithane II,naetru munniravil naetru munniravil unnith thilavu madiyil kaatru nuzhaivadhaenoa uyir kalandhu kaliththirundhaen inru vinnilavil andha eera ninaivil kanru thavippadhaenoa manam kalangip pulambugiraen koondhal nelivil ezhil koalach charivil 2 garvam azhindhadhadi en garvam azhindhadhadi snehidhane snehidhane ragasiya snehidhane chinnach chinnadhaay koarikkaigal sevikodu snehidhane idhae azhuththam azhuththam idhae anaippu anaippu vaazhvin ellai varai vaendum vaendum vaazhvin ellai varai vaendum vaendumae snehidhane snehidhane ragasiya snehidhane chinnach chinna aththumeeral purivaay en cel ellaam pookkal pookkach cheyvaay malargal malarvaay poopparikkum bakthan poala medhuvaay naan thoongumboadhu viral nagam kalaivaay saththaminrith thuyilvaay aiviral idukkil aaliv ennai poosi saevaigal seyyavaendum neeyazhumboadhu naan azha naerndhaal thudaikkinra viral vaendum snehidhane snehidhane ragasiya snehidhane chinnach chinnadhaay koarikkaigal sevikodu snehidhane naetru munniravil unnith thilavu madiyil kaatru nuzhaivadhaenoa uyir kalandhu kalinththirundhaen inru vinnilavil andha eera ninaivil kanru thavippadhaenoa manam kalangip pulambugiraen koondhal nelivil ezhil koalach charivil 2 garvam azhindhadhadi en garvam azhindhadhadi sonnadhellaam pagalilae purivaen sonnadhellaam pagalilae purivaen nee sollaadhadhum iravilae purivaen kaadhil koondhal nuzhaippaen undhan sattai naanum poattu alaivaen nee kulikkaiyil naanum konjam nanaivaen uppu moottai sumappaen unnaiyalli eduththu ullangaiyil madiththu kaikkuttaiyil oliththukkolvaen velivarumboadhu vidudhalai seydhu vaendum varam vaangikkolvaen snehidhane snehidhane ragasiya snehidhane chinnach chinnadhaay koarikkaigal sevikodu snehidhane idhae azhuththam azhuththam idhae anaippu anaippu vaazhvin ellai varai vaendum vaendum vaazhvin ellai varai vaendum vaendumae snehidhane snehidhane ragasiya snehidhane chinnach chinnadhaay koarikkaigal sevikodu snehidhaneyou likeembed,Romantic
AR Rahman,Anbil Avan,anbil avan sertha idhai manidharey verukkatheergazh vendum yena inaitha idhai veenagha midhikkatheergazh uyire unnai unnai yendhan vaazhkai thunaiyaaga yerkindren yerkindren inimezh puyal veyil mazhai paalai solai ivai ondraaga kadappomey unnai thaandi edhayum ennaal yosanai seyya mudiyaathey mudiyaathey nee vanavilaagha aval vannam yezhaga andha vaanam veedagha maaradho maaradho jodi pottuthaan neengal ponaaley kan pattu kaaichalthaan vaaradho vaaradho likeuyire unnai unnai yendhan vaazhkai thunayaaga yerkindren yerkindren inimel puyal veyil mazhai paalai solai ivai ondraaga kadappomey neelum iravil oru pagalum neenda pagalil siru iravum kandu kollum kalai arindhom yengu yendru adhai payindrom bhoomi vaanam kaatru theeyai neerai maatru pudhithaai kondu vandhu neettu nee vanavilaagha aval vannam yezhaga andha vaanam veedaga maaradho maaradho jodi pottuthaan neengal ponaaley kan pattu kaaichalthaan vaaradho vaaradho uyire unnai unnai yendhan vaazhkai thunayaaga yerkindren yerkindren inimel puyal veyil mazhai paalai solai ivai ondraaga kadappomey unnai thaandi edhayum ennaal yosanai seyya mudiyaathey mudiyaathey nee vanavilaagha aval vannam yezhaga andha vaanam veedaga maaradho maaradho jodi pottuthaan neengal ponaaley kan pattu kaaichalthaan vaaradho vaaradho ohhhh ohhhh kaadhal yellam tholaiyum idam kalyaanam thaaney indru thodangum indha kaadhal muduvilla vaaney,Romantic
AR Rahman,Aaromale,vaamalayeri varum thennal puthu manavaalan thennal palli medaye thottu tholodi kurishil thozhudhu varumbol varavelpinu malayalakara manasammadham choriyum aaoromale aaoromale aaoromale aaoromale aaoromale aaoromale swasthi swasthi sumuhoortham sumangalibhava manavaatti swasthi swasthi sumuhoortham sumangalibhava manavaatti shyamarathrithan aramanayil maarinilkayo pularimanjile kadhiroliyaai agaley nilkayo penmanamey chaanju nilkuma chillayil nee chila chilambiyo poonguyile manchiragile marayoliye theidiyetho poorangal swasthi swasthi sumuhoortham sumangalibhava manavaatti swasthi swasthi sumuhoortham sumangalibhava manavaatti aaoromale aaoromale aaoromale likekadaline karaiyodiniyumpaadaan sneham undo mezhuguthirigalayi urukan iniyum pranayam manasil undo aaoromale aaoromale aaoromale aaoromale ohhhhh oohhh swasthi swasthi sumuhoortham sumangalibhava manavaatti swasthi swasthi sumuhoortham sumangalibhava manavaatti shyamarathrithan aramanayil maarinilkayo tharakamey pularimanjile kadhiroliyaai agaley nilkayo penmanamey chaanju nilkuma chillayil nee chila chilambiyo poonguyile manchiragile marayoliye theidiyetho poorangal swasthi swasthi sumuhoortham sumangalibhava manavaatti swasthi swasthi sumuhoortham sumangalibhava manavaatti aaoromale aaoromale ooooohhh,Romantic
AR Rahman,Marudaani,marudhani marudhani maruthani vizhiyil en adi podi deepali gangai enru kaanalai kaatum kaadhal kaanal entru gangaiyai kaatum vaazhum payirkku thaaneer vendum kaathal kathaikka kanneer vendum kaadhal man meethu saayathu nijamana kaadhal thaan nilaiyana paadal thaan athan oosai ennalum ooyathu maruthani maruthani vizhiyil en avan idhya veetil vaazhu kaathale pole pokkisam pole avan semithan kaanavilla innoru paathi avan idhya veetil vaazhum aval deham engu pogum ena avan maranthida maatan satru neram satru thooram kaadhali kai naham ellam pokkisham pole avan semippan oruthikkaha vaazhgira jaathi unaravillai innoru paathi likeaval avan kaadhal nenjil kandale siru kutram avan nenjam thaai paal pole ennalum pari sutham aathiram nethiram mooda paalaiyum kallai aval paarkiral aaha motham avasara kolam ohhhhh avalukithai kaatidum kaalam marudhaniembed,Energetic
AR Rahman,Tum Tak,mara hara manamana basa tama taka bachakana basa tama taka mara najara davana basa tama taka mara sakhadakha ata tama taka tama taka tama taka sanaya ra tama taka tama taka tama taka sanaya ra tama taka tama taka araja mara phara aga maraja tama taka tama taka araja mara phara tara maraja mara hara dashavara basa tama taka mara hara hashayara basa tama taka mara hara tayara basa tama taka tama taka tama taka tama taka tama taka mara ishaka khamara basa tama taka ika taka ika taka taka gama sama najakanajaka dala hama tama tama tama tama tama tama tama tama chabaka nana mara mara tama tama tama tama tama tama tama mara nana tama mara nana tama liketama taka chala ha tama taka chalaga tama taka mala ha tama taka malaga tama taka chala ha tama taka chalaga tama taka mala ha tama taka malaga tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka ha ukhada ukhada makhada makhada makhada pa nana kala ladata ladata lada badhata badhata badha ha apana sajana kabha sapana sajana kabha makhada pa nana dala nana la nana nayaya patavara ta ha mara ta khavayayaya jana ha para tara ta ha bhavara ha pahachaga para kasa najaka nayaya tama taka tama taka tama taka sanaya ra tama taka tama taka tama taka sanaya ra tama taka tama taka araja mara phara aga maraja tama taka tama taka araja mara phara tara maraja mara hara dashavara basa tama taka mara hara hashayara basa tama taka mara hara tayara basa tama taka tama taka tama taka tama taka tama taka mara ishaka khamara basa tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka mara akala davana tama taka mara sakala javana tama taka mara akala davana tama taka mara sakala javana tama taka mara khatama kahana tama taka mara khatama kahana basa tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tama taka tamaembed,Romantic
AR Rahman,Usure Pogudhey,inthe boomiyila eppo vanthu nee poranthe en buthikulla theeporiye nee vethaicha ada theaku maram kaadu perusu thaan china thee kuchi osaram sirusu thaan ada theaku maram kaadu perusu thaan china thee kuchi osaram sirusu thaan oru theekuchi vilunthu pudikuthadi theaku maram kaadu vedikuthadee usurea poguthea usurea poguthea othatae lips nee konjam suzhikailae ooohhho maman thavikiren madipichai kekuren manasae thaadi en kuilae akkarai cheemaiyil nee irunthum aiviral theendida nenaikuthadi agini pazham enru therinjirunthum adikadi naaku thudikithadi udambum manasum thooram thooram otta ninaika aagala manasu sollum nalla solla maya udambhu kekkalae thaviyaai thavichi oosur tharam kettu thiriyuthadee thaailang kuruvi enna thalli ninnu sirikuthadee inthe mammuthae kiruku theerumaa adi manthirichi vita kozhi maaruma en mayakathai theethu vechi manichiruma chandhiranum suriyanumm suthi oru koatil varuguthea sathiyamum pathiyamum ippo thalai suthi kidakuthea usurea poguthea usurea poguthea othatae nee konjam suzhikailae ooohhho maman thavikiren madipichai kekuren manasae thaadi en kuilae akkarai cheemaiyil nee irunthum aiviral theendida nenaikuthadi agini pazham enru therinjirunthum adikadi naaku thudikithadi inthe ulagathil ithu onnum puthusilla onnu rendu thappi pogum ozhukathilla vithi solli vazhi potta manasa pulla vithi vilakku illaadha vithiyum illa ettai irrukum suriyana paathu mottu virikuthu thaamara thuttu vidathe thooram irrunthum sontham banthamum pogalae paambha vizhuthaa oru paagu paadu theriyalaiyea paambha irrunthum nenjam bayapada ninaikilaiye en mattaiyum oru naal saaiyalam en kannula mugam pogumaa naan mannukulla ninaippu manasukulla chandhiranum suriyanumm suthi oru koatil varuguthea sathiyamum pathiyamum ippo thalai suthi kidakuthea usurea poguthea usurea poguthea othatae lips nee konjam suzhikailae ooohhho maman thavikiren madipichai kekuren manasae thaadi en kuilae akkarai cheemaiyil nee irunthum aiviral theendida nenaikuthadi agini pazham enru therinjirunthum adikadi naaku thudikithadi usurea poguthea usurea poguthea othatae nee konjam suzhikailae ooohhho maman thavikiren madipichai kekuren manasae thaadi en kuilae akkarai cheemaiyil nee irunthum aiviral theendida nenaikuthadi agini pazham enru therinjirunthum adikadi naaku thudikithadiyou likeembed,Romantic
AR Rahman,Aaruyire,dum dhara dum dhara mastai mastai dhara dum dhara dum dhara mastai mastai dhara dum dhara dum dum en aasai thaavathu maelae dum dhara dum dhara mastai mastai dhara dum dhara dum dhara mastai mastai dhara dum dhara dum dum en aasai thaavathu maelae aaruyire mannipaaya mannipaaya sollu nee en sagiyae aaruyire mannipaaya mannipaaya sollu nee en sagiyae ohh nee ilaathai rathiriyoo kaatrillathai iravaai aagaathoo aaruyire mannipaaya mannipaaya sollu nee en sagiyae aaruyire mannipaaya mannipaaya sollu nee en sagiyae dum dhara dum dhara mastai mastai dhara dum dhara dum dhara mastai mastai dhara dum dhara dum dum en aasai thaavathu maelae dum dhara dum dhara mastai mastai dhara dum dhara dum dhara mastai mastai dhara dum dhara dum dum en aasai thaavathu maelae gana nee sal sal sal sal sal pa ma ga ga nee ga pi ma ma ma pa ga nee likeaanaal ennai vittu ponaal enthan nilaa soarnthu pogum vaanin neelam theinthu pogume mun kobak kuyile pithu pithu kondu thaviten thaviten unnai ènni nan vaadi povaen nee illamai kavithaiyum visaiyum suvaiye tharathu ainthu pulangalin azhagiye aaruyire mannipaaya mannipaaya sollu nee en sagiye dum dhara dum dhara mastai mastai dhara dum dhara dum dhara mastai mastai dhara dum dhara dum dum en aasai thaavathu maelae ohhh ohhh ohhh roja poovai roja poovai mul kaayam seithaal nyayamaa pesi pesi en udal enna peeruma illamale vaazhvathu inbam irunthum illai enbathu thunbam ahimsai muraiyil neeyum kolathey dum dhara dum dhara mastai mastai dhara dum dhara dum dhara mastai mastai dhara dum dhara dum dum en aasai thaavathu maelae aaruyire mannipaena mannipaena sollaiya en uyirae aaruyire mannipaaya mannipaaya sollu nee en sagiyae nee ilaathai rathiriyoo kaatrillathai iravaai aagaathoo dum dhara dum dhara mastai mastai dhara dum dhara dum dhara mastai mastai dhara dum dhara dum dum en aasai thaavathu maelae dum dhara dum dhara mastai mastai dhara dum dhara dum dhara mastai mastai dhara dum dhara dum dum en aasai thaavathu maelae,Romantic
AR Rahman,Khalbali,khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali likeshola shola balkhaye dariya dariya lehraye zarra zarra tharraye khalbali shola shola balkhaye dariya dariya lehraye zarra zarra tharraye khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali nasha khone khone nasha khone khone saans pee zara zindagi chadha jashan thirakne kadam saanson dam chalne sitam aankhon khalbali dhadkanon khalbali mausamo khalbali khalbali tabdili sheeshi botal pee raat neeli neeli khalbali ham lapatke saaye ham sulagne khalbali ham lapatke saaye ham sulagne khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbali khalbaliembed,
AR Rahman,Omana Penne,aaahhhh adada penne azhagil naan kannai sindhavum malarnthenheyaanalheykandaenhey orraayiram kanavilhey karaiyil yen aayiram iravu neethanvanthaisendrai yen vizhigal irandai thirudi kondai ooooohh ohhmana penneomana penneomana penne omana penneooohhhmanaooooohh ohhmana penne omana penneomana pennnnomana penne unnaimarandhida mudiyathey omana penneuyirtharuvadhu saridhaaney hooohhhhnee poghum vazhiyil nizhazhaavaen hooohhhhkaatrilasaigirathun seylai vidaigirathun kaaliun pechu paarvaiii naganrthidum kavalai iraivaioooohhhhh oooohh piranthalum inainthaalum uyir korthu sari paathi unathey inbam thunbam enathu yen muthalodu mudivaanai omana penne omana penne omana penne omana penneohhhhmanaohhhh ohhhhmana penne omana penne omana pennn omana penne unnaimarandhida mudiyathey omana penneuyirtharuvadhu saridhaaney malayalam maragadhathottilizh malayaligal thaaraatumm penn azhagaeemaathanggal tohpugalil poonguyilugazhinnachernna pullangulazhoothugaiyaana ninnazhagaehhhhninnazhagae thalli ponaal meipirai aagaya vennilaave anggeyeh nindrithaathey nee vendumarughae oru paarvai siru paarvai udhirthaazh udhirthaazh pizhipeyn pizhipeynpuzhi yennn omana penne omana penne omana penne omana penneohhhhmanaohhhh ohhhhmana penne omana penne omana pennn omana penne unnai marandhida mudiyathey omana penneuyirtharuvadhu saridhaaney omana penne omana penne omana penne omana penneohhhhmanaohhhh ohhhhmana penne omana penne omana pennnomana penne unnai marandhida mudiyathey omana penneuyirtharuvadhu saridhaaney omana penne unnai marandhida mudiyathey omana penneuyirtharuvadhu saridhaaney,
AR Rahman,Yenga Pona Raasa,enga pona raasa saayangaalam aache enga pona raasa saayangaalam aache kanji aari pochu nenju aeri vaayen neeyum naanum sentha neeyum naanum sentha vaanam kondaadum antha vaanam kondaadum neeyum naanum sentha vaazhkai varamaagum intha vaazhkai varamaagum enna seiya raasa unmatham aache enga pona raasa kaalam enakkul uraiyuthu kanneer kadalodu kalakkuthu mugam udal theduthu aeno enakenna kedithu enga pona raasa naan enna seiya raasa enga pona raasa naan enna seiya raasa en vayasu veenaaguthu likeenga pona raasa saayangaalam aache kanji aari pochu nenju aeri vaayen neeyum naanum sentha neeyum naanum sentha vaanam køndaadum antha vaanam køndaadum neeyum naanum šentha vaazhkai varamaagum intha vaazhkai varamaagum ènna šeiya raasa šaayangaalam aacheembed,
AR Rahman,Girlfriend,indrae indrae vaenum paalpoalae padhinaaril enakkoru girlfriend vaenum indru pudhidhaaga avizhndha malar poala enakkoru girlfriend vaenum inaiya thalathil kanini kalathil min anchal arattaigal adikkanumae viyarvai vazhindhaal mazhaiyil nanaindhaal mugathai mugathaal thudaikkanumae enakkoru girlfriend vaenumada enakkoru girlfriend vaenumada girlfriend dhaanae boysin boost allava girlfriend illaa vaazhkkai waste allava girlfriend vaenum vaenum paalpoalae friendsoda kavidhaigal vaangi ennoada kavidhainu solli idhayathil idamondru pidikkathaan oadaadha cinemakku oadi sariyaana corner seat thaedi buble gumai idhazh maatri kollathaan cell phone bill yaera jokeaal dhinam kadikka sms anuppa thaevai girlfriend dhaan likekaalaara nadai poada enakkoru girlfriend vaenum kaalam theriyaamal kadalai naan poada enakkoru girlfriend vaenum nilavin nagalaai araikkul mazhaiyaay elumichai manamaai irukkanumae innoru nizhalaay iraval uyiraay irubadhu viralaay irukkanumae enakkoru girlfriend vaenumada enakkoru girlfriend vaenumada girlfriend dhaanae boysin boost allava girlfriend illaa vaazhkkai waste allava girlfriend vaenum vaenum bike yaeri oor sutra sella aa oo nna treat ondru vaikka munukunna greeting card kodukkathaan hach endraal kerchief neetta ich endraal idakkannam kaatta nach endraal thalai meedhu kottathaan paarthaal bulb eriya barbie doll poala pony tailodu thaevai girlfriend dhaan ga ga girlfriend dhaanae boysin boost allava girlfriend illaa vaazhkkai waste allava girlfriend vaenum vaenum enakkoru girlfriend vaenumada enakkoru girlfriend vaenumadaembed,
AR Rahman,Taxi taxi,nan nanan nana anana nanba nee oru ilavasa taxi nanba nee oru ilavasa taxi time riding real easy maruthi sides citi girl pass bale bale bye bye bye mm bale bale mm ole ole mm ole ole shaaba mm bale bale mm ole ole mm ole ole shaabaaaaaa rasi rasinanban kidaithal ellam oasi taxi taxinanba nee oru ilavasa taxi rasi rasinanban kidaithal ellam oasi taxi taxinanba nee oru ilavasa taxi likenee nee nee nee illayael naan naan naan engu povathu thoal saaya thoal illayael en vaazhkai ennavathu rasirasinanban kidaithal ellam oasi taxi taxinanba nee oru ilavasa taxi oola oolananban kidaithal elllam oasi oola oolayoasi yoasiyoasi yoasi weve gonna smile coz journey dinner lady red saree shout loud youre sweet weve gonna smile coz journey dinner lady red saree oola oola en thavarai nee maraithai enakai archanai vaanginaai thoalgal yaeniyai poal yaeri midithaenthaanginaai ezhum poathu kai thanthu azhum poathu kadan thanthu ilaipaara madi thanthu enakena vaazhvathu nee thaane rasirasinanban kidaithal ellam oasi taxi taxinanba nee oru ilavasa taxi nan nanan nana anana nainya nainya nainya thillana thillana thimiru pudicha thillanaa anbaa naan anbaa naan adangamaataen hero naan kalla thanam theriyaadhu kaadhaliye kidaiyaathu nan nanan nana anana kanjathanam theriyaathu kanjaave kidayaathu nalla pazham kidayaathu gnana pazham kidayaathu en uyir nanban nee thaane rasirasinanban kidaithal ellam oasi taxi taxinanba nee oru ilavasa taxi neeya neeya neeya neeya illayael engu poavathu thoal saaya thoal illayael en vaazhkai ennavathuennavathuennavathu nan naana naana nana taxi taxiawesome taxi taxi taxiraasi raasirap ae jaasthi taxi taxiuh heyuh heyahhahhah taxi taximake wave make sound taxi taxikumbakumengum city city thinam thinam engal tire kaatchi group boys naangal king streets live gather body follow side u u pass friend thavira friends thavira stay time goli soda pizza mm bale bale mm ole ole mm ole ole shaaba mm bale bale mm ole ole mm ole ole shaabaaaaaa,
AR Rahman,Mayya,eya eee yea neel samundar neel samundar reth saahil hoon reth saahil hoon aaghosh der pyaasi hoon saudsa raat kaudi chaand chaahe choom todi chaand saudsa raat kaudi chaand chaahe choom todi chaand chaand kashthi paar utarna halke halke khena dariyaa chalke mayya mayya gulabi taaren chun chun maaya mayya jism pardon dardon maarey chunle mayya mayya gulabi taaren chun chun maaya mayya jism pardon dardon maarey chunle aab neel samunder jaage aaghosh melekar sahil lehraathaa masti mehtaab chehra choomthan seene saasein bhar leti hoon karwat karwat tujh lipatkar raat basarkar lethi hoon mayya mayya maayy seene uthataa dhuwaan mayya mayya mayya maay deewar likhthaa dhuwaan dheemaa dheemaa dheemaa dhuwaan kehtaa dhuwaan mayya mayya ale saudaa raat kaa kaudi chaand chaahe choom todi chaand megh kashthi paar utarna halke halke khena dariyaa chalke mayya mayya ale ahe ahe ahe ahemayya mayya ale ahe ahe ahe ahe ahe variya variya mayya mayya ale ahe ahe ahe ahemayya mayya ale ahe ahe ahe ahe ahe variya variyaembed,
AR Rahman,Nenjae Yezhu,aayiram suriyan suttaalum karunaiyin varnam karainthaalum vaan varai atharmam aandaalum manithan anbai maranthaalum valiyaal uyir theinthaalum kaathal azhiyaathae nenje ezhu nenje ezhu nenje ezhu nenje ezhu nenje ezhu nenje ezhu nenje ezhu nenje ezhu nenje ezhu nenje ezhu kaathal endrum azhivathillai iruvar vaanam vaer endraalum nenjil ninaivugal azhinthaalum paruvangal uruvam maarinaalum kuzhanthai sirikka maranthaalum eyarkaiyil vithadam purandaalum kaathal azhiyaathae nenje ezhu nenje ezhu nenje ezhu nenje ezhu nenje ezhu nenje ezhu likenenje ezhu nenje ezhu nenje ezhu nenje ezhu kaathal èndrum azhivathillai anjaathae thunjaathae ini èndrum illai vethanai puthithaai pirapaai vazhi èngum mun pøø mazhai ènnaalum kaathal ithu vaazhum šathiyamae thølaiyaathae èntha irulilum maraiyaathae nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu kaathal èndrum azhivathillai aayiram šuriyan šuttaalum karunaiyin varnam karainthaalum valiyaal uyir theinthaalum kaathal azhiyaathae nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu nenje èzhu kaathal èndrum azhivathillaiembed,
AR Rahman,Naan Yen,pacha yaavum paava karuvalla neeyum naanum yaaru kutham kura solla pothalulla moongilla la satham ulla paatu varum kannankarum megam thaan uyir vaazha payir vazha mazha kottudhe oru ooril oru kudisa nadhiyoram pacha maram pala varisa kallamilla vellandhiya ooru sanam irundhadhe ohhaariro aariro aariraariro aariro aariro aariro aalangaathu osaiyila motha sanam thookathula boomi romba thoorathula yaar arivaar kaaranatha yen pirandhai yen pirandhai yen pirandhai naan yen pirandhen kan en thirandhen enake theriyaathe likeiraivan padaipil ethuvum azhagu kann ariyathe naan yen pirandhen kan en thirandhen enake theriyaathe pacha yaavum paava karuvalla neeyum naanum yaaru kutham kura solla pothalulla moongilla la satham ulla paatu varum kannankarum megam thaan uyir vaazha payir vazha mazha kottudhe naan yen piranthen kan en thirandhen enake theriyaathe yaaro yaar arivaaro en seivaaro sol yaaro yaar arivaaro en seivaaro sol sol sol naan yen piranthenkan en thirandhenenake theriyaathe naan yen piranthenkan en thirandhenenake theriyaathe naan yen piranthenkan en thirandhenenake theriyaathe enake theriyaatheembed,
